TIRF Data File: Project 1654; Run 3
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR
0.120	0.17	-0.15	-0.063	-0.031	24.857	-286.155	55.30	5.95	-28.69	-1051.63	-3.74	1.58	-0.01	0.03	28.53	33.65	35.99	37.07	26.88	-1.087
0.130	0.17	-0.29	-0.072	-0.033	24.858	-151.522	55.20	4.30	-29.37	-1052.36	-3.67	1.12	0.00	0.03	28.52	33.66	36.02	37.11	26.89	-1.164
0.140	0.17	-0.29	-0.069	-0.036	24.859	-151.522	55.20	3.62	-30.04	-1051.16	-4.42	0.97	0.00	0.03	28.52	33.63	35.98	37.10	26.89	-1.164
0.150	0.17	-0.22	-0.060	-0.040	24.856	-198.132	55.25	4.04	-30.69	-1053.20	-3.84	0.98	0.00	0.03	28.53	33.62	35.99	37.08	26.87	-1.125
0.160	0.15	-0.29	-0.060	-0.037	24.859	-138.766	55.25	5.26	-29.32	-1054.39	-2.99	1.43	0.00	0.03	28.52	33.68	35.99	37.10	26.89	-1.179
0.170	0.15	-0.29	-0.070	-0.039	24.856	-138.766	55.20	4.32	-30.00	-1053.66	-3.26	1.13	0.00	0.03	28.52	33.65	36.04	37.19	26.89	-1.179
0.180	0.18	-0.22	-0.058	-0.036	24.861	-209.252	55.25	5.27	-29.33	-1053.66	-3.17	1.43	-0.01	0.03	28.53	33.68	36.02	37.17	26.88	-1.119
0.190	0.17	-0.36	-0.072	-0.033	24.858	-122.666	55.30	3.87	-28.68	-1053.91	-3.41	1.11	0.00	0.03	28.52	33.60	36.02	37.11	26.87	-1.203
0.200	0.15	-0.36	-0.064	-0.037	24.857	-112.339	55.36	5.26	-27.93	-1053.66	-2.94	1.43	0.00	0.03	28.53	33.58	35.98	37.16	26.89	-1.221
0.210	0.17	-0.22	-0.066	-0.034	24.858	-203.692	55.25	5.26	-28.65	-1054.26	-2.74	1.43	0.00	0.03	28.52	33.58	35.98	37.14	26.89	-1.122
0.220	0.15	-0.29	-0.066	-0.040	24.860	-138.766	55.15	4.99	-28.60	-1053.79	-3.19	1.28	0.00	0.03	28.53	33.62	35.95	37.10	26.87	-1.179
0.230	0.17	-0.29	-0.070	-0.033	24.859	-151.522	55.25	3.62	-30.07	-1054.04	-3.80	0.97	0.00	0.03	28.52	33.66	35.93	37.13	26.89	-1.164
0.240	0.17	-0.22	-0.069	-0.040	24.860	-198.132	55.30	5.00	-30.68	-1053.80	-3.52	1.28	0.00	0.03	28.52	33.68	35.96	37.16	26.89	-1.125
0.250	0.17	-0.15	-0.061	-0.036	24.853	-294.186	55.15	5.41	-29.35	-1052.60	-3.99	1.29	-0.01	0.03	28.51	33.65	35.98	37.14	26.88	-1.084
0.260	0.17	-0.29	-0.073	-0.033	24.856	-155.775	55.30	5.96	-31.46	-1055.36	-3.52	1.58	-0.01	0.03	28.51	33.65	35.91	37.13	26.87	-1.160
0.270	0.17	-0.29	-0.067	-0.033	24.856	-151.522	55.20	4.57	-29.37	-1053.80	-3.35	1.27	0.00	0.03	28.52	33.62	35.96	37.16	26.89	-1.164
0.280	0.18	-0.15	-0.070	-0.037	24.861	-302.216	55.25	6.09	-28.64	-1054.76	-3.38	1.44	-0.01	0.03	28.54	33.55	35.91	37.14	26.89	-1.082
0.290	0.17	-0.15	-0.058	-0.031	24.859	-286.155	55.30	4.72	-28.69	-1050.33	-4.23	1.13	0.00	0.03	28.52	33.65	35.95	37.13	26.87	-1.087
0.300	0.17	-0.15	-0.075	-0.034	24.856	-286.155	55.30	4.28	-26.56	-1055.10	-2.42	1.12	0.00	0.03	28.52	33.68	35.95	37.14	26.88	-1.087
0.310	0.16	-0.22	-0.061	-0.039	24.856	-192.572	55.30	5.93	-26.52	-1054.39	-2.54	1.58	-0.01	0.03	28.52	33.65	35.98	37.17	26.89	-1.129
0.320	0.15	-0.29	-0.064	-0.043	24.862	-138.766	55.30	5.40	-28.56	-1053.80	-3.17	1.29	-0.01	0.03	28.53	33.66	35.95	37.17	26.88	-1.179
0.330	0.17	-0.29	-0.067	-0.021	24.851	-151.522	55.30	4.99	-30.19	-1052.50	-4.03	1.28	0.00	0.03	28.51	33.58	35.90	37.17	26.87	-1.164
0.340	0.17	-0.29	-0.070	-0.030	24.856	-155.775	55.36	4.04	-30.10	-1052.49	-3.97	0.98	0.00	0.03	28.52	33.66	35.98	37.20	26.89	-1.160
0.350	0.17	-0.29	-0.066	-0.039	24.860	-151.522	55.36	5.69	-30.00	-1054.40	-3.09	1.44	-0.01	0.03	28.53	33.69	35.99	37.17	26.89	-1.164
0.360	0.16	-0.29	-0.072	-0.037	24.859	-147.270	55.30	6.38	-30.72	-1055.36	-3.38	1.59	-0.01	0.03	28.53	33.68	36.01	37.19	26.87	-1.169
0.370	0.17	-0.22	-0.064	-0.034	24.856	-203.692	55.51	6.22	-29.35	-1054.38	-3.02	1.73	-0.01	0.03	28.52	33.74	36.02	37.22	26.88	-1.122
0.380	0.17	-0.29	-0.069	-0.031	24.855	-151.522	55.25	3.61	-29.38	-1051.64	-3.85	0.97	0.00	0.03	28.55	33.77	36.05	37.17	26.90	-1.164
0.390	0.17	-0.29	-0.066	-0.040	24.860	-151.522	55.30	5.27	-28.59	-1053.64	-3.03	1.43	-0.01	0.03	28.52	33.74	36.09	37.27	26.88	-1.164
0.400	0.17	-0.15	-0.064	-0.034	24.856	-294.185	55.36	5.52	-27.95	-1052.82	-2.95	1.57	-0.01	0.03	28.52	33.76	36.09	37.22	26.88	-1.084
0.410	0.17	-0.22	-0.066	-0.031	24.855	-198.132	55.30	3.87	-27.98	-1053.43	-2.65	1.12	0.00	0.03	28.53	33.77	36.04	37.19	26.89	-1.125
0.420	0.15	-0.22	-0.066	-0.040	24.858	-175.892	55.25	5.94	-27.89	-1052.11	-3.07	1.58	-0.01	0.03	28.52	33.79	36.07	37.22	26.89	-1.141
0.430	0.17	-0.15	-0.058	-0.031	24.855	-286.155	55.25	6.36	-28.68	-1052.84	-3.08	1.59	-0.01	0.03	28.52	33.89	36.07	37.22	26.88	-1.087
0.440	0.17	-0.22	-0.063	-0.030	24.856	-198.132	55.20	5.42	-30.78	-1052.97	-3.58	1.29	-0.01	0.03	28.52	33.79	36.10	37.17	26.88	-1.125
0.450	0.16	-0.29	-0.064	-0.030	24.852	-147.270	55.36	5.70	-30.79	-1052.96	-3.59	1.44	-0.01	0.03	28.52	33.77	36.10	37.17	26.90	-1.169
0.460	0.15	-0.22	-0.070	-0.037	24.857	-181.452	55.25	5.70	-31.40	-1051.53	-3.96	1.44	-0.01	0.03	28.52	33.73	36.13	37.17	26.89	-1.137
0.470	0.17	-0.29	-0.069	-0.025	24.851	-151.522	55.25	6.66	-30.83	-1052.11	-3.62	1.74	-0.01	0.03	28.52	33.71	36.09	37.19	26.87	-1.164
0.480	0.17	-0.15	-0.061	-0.036	24.859	-286.155	55.30	5.26	-28.63	-1053.54	-2.89	1.43	0.00	0.03	28.54	33.76	36.04	37.14	26.89	-1.087
0.490	0.17	-0.22	-0.057	-0.037	24.859	-198.132	55.36	5.42	-28.61	-1051.99	-3.04	1.29	-0.01	0.03	28.52	33.62	36.01	37.08	26.89	-1.125
0.500	0.18	-0.22	-0.066	-0.040	24.862	-209.252	55.25	5.27	-28.58	-1049.81	-3.51	1.43	-0.01	0.03	28.53	33.58	35.99	37.08	26.88	-1.119
0.510	0.15	-0.22	-0.067	-0.040	24.860	-181.452	55.30	5.27	-27.88	-1052.56	-2.59	1.43	-0.01	0.03	28.52	33.52	35.99	37.11	26.87	-1.137
0.520	0.17	-0.29	-0.064	-0.031	24.855	-151.522	55.30	4.57	-27.98	-1050.55	-3.29	1.27	0.00	0.03	28.52	33.49	35.96	37.13	26.90	-1.164
0.530	0.17	-0.22	-0.067	-0.022	24.850	-198.132	55.36	7.34	-29.46	-1049.71	-3.57	1.90	-0.01	0.03	28.53	33.49	35.95	37.10	26.89	-1.125
0.540	0.17	-0.15	-0.063	-0.034	24.856	-294.185	55.36	5.69	-30.04	-1050.80	-3.93	1.44	-0.01	0.03	28.52	33.47	35.95	37.10	26.87	-1.084
0.550	0.17	-0.22	-0.063	-0.033	24.858	-203.692	55.36	4.31	-30.05	-1052.83	-3.29	1.13	0.00	0.03	28.52	33.47	35.96	37.07	26.89	-1.122
0.560	0.17	-0.22	-0.058	-0.034	24.856	-198.132	55.30	4.76	-31.42	-1051.86	-3.33	1.14	0.00	0.03	28.52	33.47	35.98	37.10	26.89	-1.125
0.570	0.17	-0.29	-0.064	-0.036	24.857	-151.522	55.36	5.00	-30.02	-1052.12	-3.43	1.28	0.00	0.03	28.52	33.49	35.95	37.11	26.88	-1.164
0.580	0.15	-0.29	-0.066	-0.040	24.860	-138.766	55.25	5.01	-29.97	-1051.26	-3.40	1.29	0.00	0.03	28.51	33.50	35.93	37.13	26.88	-1.179
0.590	0.16	-0.22	-0.057	-0.033	24.856	-192.572	55.36	5.00	-27.96	-1051.13	-2.96	1.29	0.00	0.03	28.54	33.47	35.98	37.10	26.89	-1.129
0.600	0.15	-0.29	-0.060	-0.039	24.854	-138.766	55.36	5.25	-27.20	-1049.83	-3.29	1.43	0.00	0.03	28.52	33.46	35.93	37.11	26.89	-1.179
0.610	0.17	-0.29	-0.064	-0.033	24.854	-155.775	55.36	5.94	-27.96	-1049.84	-3.44	1.58	-0.01	0.03	28.53	33.49	35.95	37.11	26.87	-1.160
0.620	0.17	-0.22	-0.063	-0.049	24.864	-203.692	55.30	8.98	-28.49	-1049.83	-3.44	2.35	-0.01	0.03	28.52	33.52	35.88	37.20	26.88	-1.122
0.630	0.16	-0.22	-0.067	-0.036	24.857	-192.572	55.36	6.37	-28.63	-1052.12	-3.21	1.59	-0.01	0.03	28.52	33.41	35.87	37.14	26.90	-1.129
0.640	0.16	-0.29	-0.061	-0.036	24.853	-147.270	55.36	6.38	-30.71	-1052.00	-3.37	1.60	-0.01	0.03	28.52	33.57	35.88	37.17	26.88	-1.169
0.650	0.17	-0.22	-0.069	-0.028	24.852	-203.692	55.36	4.31	-30.11	-1052.95	-3.49	1.13	0.00	0.03	28.52	33.60	35.91	37.14	26.88	-1.122
0.660	0.16	-0.36	-0.069	-0.036	24.855	-119.224	55.30	4.04	-30.03	-1050.92	-4.09	0.98	0.00	0.03	28.51	33.60	35.91	37.10	26.89	-1.208
0.670	0.17	-0.29	-0.060	-0.040	24.856	-151.522	55.36	5.70	-30.67	-1053.54	-3.19	1.44	-0.01	0.03	28.54	33.60	35.95	37.13	26.89	-1.164
0.680	0.15	-0.15	-0.069	-0.040	24.858	-262.065	55.36	5.41	-29.98	-1052.25	-3.56	1.29	-0.01	0.03	28.52	33.63	35.91	37.13	26.87	-1.095
0.690	0.17	-0.22	-0.072	-0.037	24.855	-198.132	55.36	4.98	-27.92	-1053.67	-2.94	1.28	0.00	0.03	28.53	33.58	35.96	37.14	26.88	-1.125
0.700	0.17	-0.29	-0.069	-0.030	24.852	-151.522	55.36	6.10	-29.39	-1054.99	-2.71	1.44	-0.01	0.03	28.52	33.55	35.91	37.13	26.90	-1.164
0.710	0.17	-0.09	-0.066	-0.036	24.857	-529.365	55.36	5.94	-27.25	-1052.94	-3.00	1.58	-0.01	0.03	28.53	33.58	35.95	37.13	26.88	-1.047
0.720	0.17	-0.22	-0.067	-0.027	24.857	-198.132	55.15	4.99	-28.73	-1052.36	-3.61	1.28	0.00	0.03	28.52	33.55	35.90	37.17	26.87	-1.125
0.730	0.17	-0.22	-0.070	-0.037	24.853	-198.132	55.41	6.38	-28.62	-1053.53	-2.88	1.59	-0.01	0.03	28.55	33.41	35.91	37.14	26.89	-1.125
0.740	0.15	-0.22	-0.070	-0.033	24.854	-181.452	55.36	5.25	-29.37	-1053.21	-3.68	1.42	0.00	0.03	28.52	33.52	35.88	37.14	26.89	-1.137
0.750	0.18	-0.29	-0.061	-0.037	24.855	-160.027	55.36	3.88	-29.33	-1052.48	-3.81	1.12	0.00	0.03	28.52	33.47	35.88	37.10	26.88	-1.155
0.760	0.17	-0.15	-0.061	-0.033	24.852	-286.155	55.25	3.61	-29.37	-1054.64	-3.35	0.97	0.00	0.03	28.52	33.52	35.85	37.11	26.88	-1.087
0.770	0.15	-0.15	-0.066	-0.030	24.852	-262.065	55.41	5.27	-30.10	-1053.79	-3.48	1.43	0.00	0.03	28.52	33.50	35.87	37.11	26.90	-1.095
0.780	0.17	-0.29	-0.069	-0.024	24.848	-155.775	55.36	5.27	-30.16	-1055.23	-3.20	1.43	0.00	0.03	28.55	33.52	35.88	37.08	26.89	-1.160
0.790	0.17	-0.22	-0.075	-0.036	24.849	-198.132	55.36	5.68	-30.04	-1054.76	-3.61	1.43	-0.01	0.03	28.51	33.46	35.91	37.11	26.87	-1.125
0.800	0.16	-0.29	-0.072	-0.030	24.847	-147.270	55.36	5.41	-29.40	-1055.24	-3.04	1.29	-0.01	0.03	28.52	33.44	35.93	37.08	26.89	-1.169
0.810	0.17	-0.22	-0.060	-0.033	24.852	-198.132	55.36	6.35	-27.99	-1054.17	-3.63	1.58	-0.01	0.03	28.52	33.50	35.95	37.08	26.89	-1.125
0.820	0.16	-0.29	-0.064	-0.040	24.856	-147.270	55.25	6.36	-27.90	-1055.22	-2.76	1.59	-0.01	0.03	28.52	33.47	35.93	37.10	26.88	-1.169
0.830	0.15	-0.22	-0.073	-0.031	24.849	-181.452	55.36	5.67	-28.70	-1054.88	-3.59	1.43	-0.01	0.03	28.53	33.54	35.99	37.08	26.87	-1.137
0.840	0.17	-0.29	-0.063	-0.030	24.850	-155.775	55.41	5.53	-29.41	-1056.78	-2.90	1.57	-0.01	0.03	28.52	33.42	35.91	37.14	26.89	-1.160
0.850	0.17	-0.29	-0.067	-0.036	24.851	-151.522	55.36	5.42	-30.04	-1055.35	-3.28	1.29	-0.01	0.03	28.51	33.46	35.93	37.10	26.89	-1.164
0.860	0.15	-0.15	-0.067	-0.034	24.850	-254.035	55.36	5.27	-30.76	-1055.48	-3.57	1.43	0.00	0.03	28.53	33.47	35.93	37.10	26.87	-1.098
0.870	0.15	-0.29	-0.064	-0.034	24.854	-138.766	55.36	7.05	-29.36	-1055.48	-3.35	1.74	-0.01	0.03	28.52	33.44	35.96	37.14	26.88	-1.179
0.880	0.17	-0.29	-0.067	-0.031	24.849	-151.522	55.36	5.41	-30.09	-1055.49	-3.47	1.28	-0.01	0.03	28.54	33.49	35.96	37.11	26.90	-1.164
0.890	0.17	-0.15	-0.076	-0.036	24.853	-294.185	55.30	5.97	-31.44	-1056.31	-3.67	1.58	-0.01	0.03	28.52	33.46	35.91	37.10	26.88	-1.084
0.900	0.17	-0.15	-0.069	-0.033	24.850	-286.155	55.30	4.99	-29.37	-1056.08	-3.03	1.28	0.00	0.03	28.52	33.42	35.88	37.05	26.87	-1.087
0.910	0.17	-0.15	-0.060	-0.037	24.853	-286.155	55.41	4.02	-27.94	-1056.18	-2.95	0.97	0.00	0.03	28.52	33.41	35.87	37.10	26.89	-1.087
0.920	0.16	-0.29	-0.061	-0.031	24.849	-147.270	55.30	6.90	-29.40	-1055.48	-3.37	1.88	-0.01	0.03	28.52	33.42	35.90	37.10	26.89	-1.169
0.930	0.17	-0.36	-0.061	-0.037	24.853	-122.666	55.36	5.24	-27.94	-1056.20	-2.94	1.42	0.00	0.03	28.54	33.33	35.87	37.11	26.87	-1.203
0.940	0.17	-0.15	-0.066	-0.036	24.853	-286.155	55.36	6.21	-28.66	-1056.31	-3.23	1.72	-0.01	0.03	28.52	33.42	35.88	37.14	26.88	-1.087
0.950	0.16	-0.15	-0.070	-0.022	24.842	-278.125	55.36	5.94	-29.49	-1057.77	-3.11	1.58	-0.01	0.03	28.52	33.41	35.90	37.17	26.89	-1.089
0.960	0.15	-0.15	-0.066	-0.036	24.851	-262.065	55.36	5.42	-30.74	-1056.32	-3.56	1.29	-0.01	0.03	28.52	33.41	35.90	37.19	26.88	-1.095
0.970	0.17	-0.15	-0.070	-0.027	24.845	-294.185	55.20	6.12	-32.22	-1056.92	-3.51	1.45	-0.01	0.03	28.53	33.39	35.90	37.19	26.87	-1.084
0.980	0.17	-0.15	-0.069	-0.031	24.849	-286.155	55.36	6.63	-29.40	-1055.61	-3.53	1.73	-0.01	0.03	28.53	33.49	35.90	37.22	26.89	-1.087
0.990	0.17	-0.09	-0.067	-0.031	24.849	-529.365	55.36	4.72	-31.49	-1056.46	-3.86	1.13	0.00	0.03	28.53	33.41	35.88	37.19	26.89	-1.047
1.000	0.17	-0.09	-0.064	-0.036	24.851	-529.365	55.41	5.41	-30.05	-1056.32	-3.45	1.29	-0.01	0.03	28.52	33.41	35.88	37.19	26.87	-1.047
1.010	0.17	-0.29	-0.063	-0.040	24.853	-151.522	55.41	4.97	-28.61	-1056.20	-3.03	1.27	0.00	0.03	28.52	33.46	35.88	37.17	26.88	-1.164
1.020	0.17	-0.29	-0.069	-0.034	24.850	-151.522	55.36	4.72	-29.36	-1055.47	-3.35	1.13	0.00	0.03	28.52	33.44	35.99	37.11	26.90	-1.164
1.030	0.15	-0.29	-0.070	-0.036	24.851	-134.514	55.46	6.35	-27.95	-1055.36	-2.95	1.59	-0.01	0.03	28.53	33.39	35.95	37.14	26.88	-1.185
1.040	0.17	-0.22	-0.063	-0.037	24.851	-198.132	55.36	4.99	-29.33	-1056.79	-2.84	1.28	0.00	0.03	28.52	33.49	35.93	37.13	26.87	-1.125
1.050	0.17	-0.22	-0.066	-0.031	24.847	-198.132	55.41	5.26	-29.39	-1055.34	-3.21	1.43	0.00	0.03	28.52	33.50	35.95	37.08	26.89	-1.125
1.060	0.17	-0.29	-0.067	-0.039	24.854	-151.522	55.41	4.30	-30.01	-1054.76	-3.59	1.12	0.00	0.03	28.53	33.46	35.93	37.10	26.89	-1.164
1.070	0.16	-0.29	-0.070	-0.043	24.854	-147.270	55.25	5.96	-30.66	-1056.19	-3.35	1.58	-0.01	0.03	28.52	33.46	35.90	37.05	26.88	-1.169
1.080	0.15	-0.15	-0.067	-0.036	24.853	-262.065	55.46	5.69	-30.04	-1057.50	-2.80	1.44	-0.01	0.03	28.54	33.55	35.88	37.08	26.88	-1.095
1.090	0.17	-0.29	-0.063	-0.036	24.851	-155.775	55.36	5.26	-30.04	-1056.79	-2.96	1.43	0.00	0.03	28.52	33.46	35.87	37.07	26.90	-1.160
1.100	0.17	-0.29	-0.064	-0.033	24.852	-151.522	55.41	4.99	-29.38	-1054.76	-3.52	1.28	0.00	0.03	28.53	33.44	35.87	37.05	26.89	-1.164
1.110	0.17	-0.22	-0.072	-0.040	24.851	-198.132	55.46	5.68	-28.59	-1057.25	-2.22	1.44	-0.01	0.03	28.52	33.41	35.85	37.08	26.87	-1.125
1.120	0.17	-0.22	-0.063	-0.040	24.854	-198.132	55.30	5.39	-27.91	-1053.32	-3.57	1.28	-0.01	0.03	28.52	33.42	35.88	37.10	26.89	-1.125
1.130	0.17	-0.36	-0.069	-0.033	24.848	-122.666	55.46	5.25	-28.67	-1054.39	-2.91	1.43	0.00	0.03	28.53	33.47	35.85	37.04	26.89	-1.203
1.140	0.17	-0.29	-0.072	-0.043	24.852	-155.775	55.46	5.94	-28.56	-1055.94	-2.68	1.58	-0.01	0.03	28.52	33.42	35.84	37.07	26.88	-1.160
1.150	0.17	-0.29	-0.070	-0.037	24.853	-151.522	55.46	5.67	-29.33	-1053.93	-3.48	1.43	-0.01	0.03	28.52	33.44	35.78	37.05	26.88	-1.164
1.160	0.17	-0.29	-0.067	-0.030	24.847	-155.775	55.46	4.58	-30.10	-1053.79	-3.48	1.27	0.00	0.03	28.52	33.47	35.78	37.04	26.90	-1.160
1.170	0.17	-0.09	-0.069	-0.037	24.849	-529.365	55.41	5.69	-30.02	-1054.51	-3.26	1.44	-0.01	0.03	28.52	33.55	35.76	37.08	26.89	-1.047
1.180	0.15	-0.15	-0.064	-0.034	24.850	-262.065	55.41	5.26	-30.05	-1055.24	-3.12	1.43	0.00	0.03	28.54	33.42	35.78	37.05	26.87	-1.095
1.190	0.15	-0.22	-0.067	-0.036	24.851	-181.452	55.41	4.04	-29.33	-1054.38	-3.01	0.98	0.00	0.03	28.52	33.54	35.76	37.08	26.88	-1.137
1.200	0.17	-0.22	-0.066	-0.039	24.850	-198.132	55.41	4.98	-28.61	-1053.80	-3.20	1.28	0.00	0.03	28.52	33.55	35.76	37.07	26.90	-1.125
1.210	0.15	-0.29	-0.063	-0.040	24.853	-138.766	55.36	6.38	-29.29	-1055.10	-2.81	1.59	-0.01	0.03	28.51	33.52	35.78	37.05	26.88	-1.179
1.220	0.17	-0.22	-0.058	-0.034	24.850	-198.132	55.36	6.36	-27.96	-1053.79	-3.12	1.59	-0.01	0.03	28.52	33.50	35.76	37.01	26.87	-1.125
1.230	0.17	-0.15	-0.056	-0.039	24.852	-286.155	55.46	5.26	-28.60	-1056.42	-2.22	1.43	0.00	0.03	28.51	33.65	35.84	37.04	26.89	-1.087
1.240	0.17	-0.15	-0.073	-0.034	24.850	-294.185	55.41	6.37	-28.65	-1052.83	-3.06	1.59	-0.01	0.03	28.52	33.52	35.85	36.99	26.89	-1.084
1.250	0.15	-0.36	-0.054	-0.036	24.849	-112.339	55.41	5.95	-28.63	-1053.54	-2.89	1.58	-0.01	0.03	28.52	33.52	35.84	36.96	26.87	-1.221
1.260	0.17	-0.29	-0.061	-0.036	24.853	-151.522	55.36	5.95	-29.33	-1053.67	-3.16	1.58	-0.01	0.03	28.51	33.47	35.88	36.99	26.88	-1.164
1.270	0.17	-0.09	-0.073	-0.030	24.847	-514.915	55.41	5.00	-29.39	-1054.39	-3.05	1.28	0.00	0.03	28.52	33.47	35.91	37.02	26.90	-1.048
1.280	0.15	-0.22	-0.073	-0.040	24.853	-181.452	55.41	5.69	-30.68	-1053.80	-3.51	1.44	-0.01	0.03	28.52	33.54	35.90	37.02	26.88	-1.137
1.290	0.17	-0.29	-0.063	-0.031	24.847	-151.522	55.41	6.37	-30.77	-1054.53	-3.41	1.59	-0.01	0.03	28.52	33.42	35.95	37.05	26.87	-1.164
1.300	0.17	-0.29	-0.064	-0.040	24.853	-155.775	55.46	5.70	-30.68	-1054.38	-3.19	1.44	-0.01	0.03	28.53	33.36	35.95	37.08	26.88	-1.160
1.310	0.16	-0.09	-0.066	-0.039	24.852	-500.465	55.41	5.69	-29.30	-1053.66	-3.15	1.44	-0.01	0.03	28.52	33.34	35.96	37.10	26.89	-1.050
1.320	0.15	-0.15	-0.072	-0.030	24.847	-262.065	55.41	5.25	-29.40	-1054.52	-3.20	1.43	0.00	0.03	28.53	33.31	35.99	37.10	26.87	-1.095
1.330	0.15	-0.29	-0.070	-0.039	24.852	-138.766	55.41	6.36	-29.30	-1054.41	-2.97	1.59	-0.01	0.03	28.53	33.15	35.95	37.10	26.89	-1.179
1.340	0.17	-0.15	-0.072	-0.040	24.847	-286.155	55.46	5.68	-28.60	-1053.91	-3.36	1.43	-0.01	0.03	28.52	33.25	35.91	37.13	26.90	-1.087
1.350	0.15	-0.36	-0.066	-0.030	24.845	-112.339	55.41	4.84	-29.41	-1052.47	-3.86	1.42	0.00	0.03	28.52	33.23	35.90	37.14	26.88	-1.221
1.360	0.16	-0.22	-0.066	-0.033	24.846	-192.572	55.51	5.69	-30.07	-1054.64	-3.46	1.44	-0.01	0.03	28.52	33.23	35.87	37.14	26.87	-1.129
1.370	0.17	-0.15	-0.072	-0.027	24.847	-286.155	55.41	4.84	-30.14	-1054.04	-3.83	1.42	0.00	0.03	28.52	33.22	35.93	37.20	26.89	-1.087
1.380	0.17	-0.22	-0.064	-0.036	24.847	-203.692	55.41	3.89	-29.34	-1054.50	-3.17	1.12	0.00	0.03	28.51	33.38	35.90	37.19	26.89	-1.122
1.390	0.17	-0.15	-0.070	-0.037	24.851	-294.185	55.46	5.11	-29.34	-1054.74	-3.49	1.57	0.00	0.03	28.52	33.31	35.95	37.17	26.87	-1.084
1.400	0.17	-0.15	-0.061	-0.027	24.843	-294.186	55.41	4.31	-30.13	-1055.36	-3.34	1.13	0.00	0.03	28.52	33.27	35.93	37.17	26.88	-1.084
1.410	0.17	-0.15	-0.069	-0.033	24.848	-286.155	55.46	6.90	-29.37	-1055.24	-3.02	1.88	-0.01	0.03	28.51	33.28	35.96	37.16	26.90	-1.087
1.420	0.17	-0.22	-0.064	-0.030	24.847	-198.132	55.30	5.26	-30.10	-1056.79	-3.00	1.43	0.00	0.03	28.52	33.28	35.96	37.19	26.89	-1.125
1.430	0.16	-0.22	-0.058	-0.031	24.847	-192.572	55.46	5.93	-28.69	-1055.37	-3.09	1.58	-0.01	0.03	28.54	33.38	35.96	37.17	26.87	-1.129
1.440	0.17	-0.22	-0.072	-0.040	24.851	-198.132	55.41	5.23	-27.21	-1054.76	-3.14	1.42	0.00	0.03	28.52	33.36	35.99	37.16	26.89	-1.125
1.450	0.17	-0.15	-0.069	-0.031	24.847	-294.185	55.46	5.67	-28.69	-1056.80	-2.77	1.43	-0.01	0.03	28.52	33.34	35.96	37.17	26.90	-1.084
